shipment_id,shipment_date,carrier,origin_city,destination_city,weight_kg,delivery_days,status,product_category,shipping_cost_usd,delivery_notes,weight_kg_flag,delivery_days_flag
SHP-0000203,2024-08-02,Delhivery,"Benin City",Unknown,75.62,6,Delivered,Electronics,303.54,"Package handled with care.",0,0
SHP-0000204,2022-10-04,XpressBees,"Benin City","Addis Ababa",44.54,14,Delivered,"Food & Beverage",122.1,"Package handled with care.",0,0
SHP-0000205,2024-09-04,Aramex,Enugu,Kigali,67.73,16,"In Transit",Unknown,106.47,"Delayed due to customs clearance.",0,0
SHP-0000206,2023-10-07,Unknown,Kano,"Dar es Salaam",58.9,11,Delivered,"Automotive Parts",108,"Package handled with care.",0,0
SHP-0000207,2024-01-18,DTDC,Kaduna,Accra,38.2,11,Pending,Pharmaceuticals,60.87,"Customer requested weekend delivery.",0,0
SHP-0000208,2023-08-29,Aramex,Enugu,"Dar es Salaam",54.5,10,Delivered,Apparel,85.83,"Delayed due to customs clearance.",0,0
SHP-0000209,2024-01-22,UPS,Abuja,Kampala,55.39,1,"In Transit","Industrial Equipment",90.75,"Address correction applied.",0,0
SHP-0000210,2023-04-30,Aramex,Enugu,Nairobi,115.02,18,"In Transit","Food & Beverage",231.63,"Returned to sender: recipient not found.",0,0
SHP-0000211,2022-07-22,UPS,"Benin City","Dar es Salaam",97.21,15,Returned,Furniture,236.33,"Partial delivery; remaining items en route.",0,0
SHP-0000212,2022-12-14,UPS,Enugu,"Addis Ababa",42.5,12,Delivered,Apparel,146.56,"Left at front door per customer instruction.",0,0
SHP-0000213,2023-01-06,Ekart,Kano,Kigali,41.39,3,Returned,Toys,131.01,"Left at front door per customer instruction.",0,0
SHP-0000214,2022-06-18,DTDC,Lagos,Cairo,0.52,18,Returned,"Industrial Equipment",2.02,"Left at front door per customer instruction.",0,0
SHP-0000215,2023-06-19,XpressBees,"Port Harcourt",Accra,84.55,10,Delayed,"Industrial Equipment",229.82,"Customer requested weekend delivery.",0,0
SHP-0000216,2022-10-20,Ekart,"Port Harcourt",Nairobi,79.12,5,Returned,Toys,266.61,"Partial delivery; remaining items en route.",0,0
SHP-0000217,2022-12-17,"Blue Dart",Ibadan,Kampala,58.25,3,Pending,Apparel,193.98,,0,0
SHP-0000218,2022-05-02,DHL,Lagos,Kampala,42.67,18,Delayed,Toys,144.56,,0,0
SHP-0000219,2024-08-27,Aramex,Ibadan,Unknown,71.22,6,Returned,Cosmetics,180.08,"Customer requested weekend delivery.",0,0
SHP-0000220,2023-10-04,UPS,Enugu,"Dar es Salaam",48.15,18,Returned,Pharmaceuticals,135.02,"Left at front door per customer instruction.",0,0
SHP-0000221,2024-04-03,DTDC,Kaduna,"Dar es Salaam",78.69,8,"In Transit",Pharmaceuticals,1369.13,"Returned to sender: recipient not found.",0,0
SHP-0000222,2023-11-24,Unknown,Abuja,Kigali,76.75,20,Delayed,Pharmaceuticals,275.3,"Fragile items — handle carefully.",0,0
SHP-0000223,2023-03-06,DTDC,Abuja,Accra,114.69,16,Returned,Furniture,358.05,"Fragile items — handle carefully.",0,0
SHP-0000224,2023-02-07,Unknown,"Benin City",Accra,84.16,17,Returned,Apparel,127.08,"Partial delivery; remaining items en route.",0,0
SHP-0000225,2024-04-11,Ekart,Abuja,"Addis Ababa",77.91,13,Returned,"Industrial Equipment",323.77,"Package handled with care.",0,0
SHP-0000226,2024-07-10,Aramex,"Benin City",Accra,5.62,17,Lost,Toys,9.64,"Package handled with care.",0,0
SHP-0000227,NULL,Aramex,Abuja,Cairo,14.14,3,Delayed,"Industrial Equipment",50.23,"Delayed due to customs clearance.",0,0
SHP-0000228,2024-07-10,Ekart,Enugu,Casablanca,95.03,2,Unknown,Apparel,311.81,"Partial delivery; remaining items en route.",0,0
SHP-0000229,2022-11-17,UPS,Lagos,Casablanca,36.49,7,Delivered,Cosmetics,105.55,"Package handled with care.",0,0
SHP-0000230,2022-08-20,UPS,Lagos,"Addis Ababa",96.72,2,Delivered,Apparel,213.35,"Left at front door per customer instruction.",0,0
SHP-0000231,2024-11-17,Delhivery,Kaduna,Dakar,6.99,20,"In Transit","Automotive Parts",30.94,,0,0
SHP-0000232,2023-03-12,DTDC,Ibadan,Kigali,27.95,7,Unknown,"Books & Media",62.61,"Weather delay in transit hub.",0,0
SHP-0000233,2024-06-10,"Blue Dart",Lagos,Dakar,54.57,1,"In Transit","Food & Beverage",5737.47,"Partial delivery; remaining items en route.",0,0
SHP-0000234,2024-06-25,Ekart,Enugu,Accra,58.459999999999994,9,Lost,Apparel,107.35,,0,0
SHP-0000235,2022-03-22,FedEx,Abuja,Johannesburg,78.06,7,Pending,"Food & Beverage",216.13,"Partial delivery; remaining items en route.",0,0
SHP-0000236,2024-03-29,XpressBees,"Benin City",Nairobi,47.19,3,Delayed,Pharmaceuticals,144.5,,0,0
SHP-0000237,2022-07-25,DHL,Abuja,Johannesburg,69.66,16,Lost,"Food & Beverage",292.21,"Delayed due to customs clearance.",0,0
SHP-0000238,2023-03-24,Delhivery,"Port Harcourt","Dar es Salaam",108.61,19,"In Transit","Industrial Equipment",346.19,"Priority shipment.",0,0
SHP-0000239,2023-11-28,DHL,"Benin City",Casablanca,65.76,10,Lost,Toys,280.59,"Partial delivery; remaining items en route.",0,0
SHP-0000240,2022-08-05,Delhivery,Abuja,Kigali,112.31,18,Delivered,"Books & Media",275.53,,0,0
SHP-0000241,2022-08-18,DHL,Enugu,Casablanca,53.58,10,Returned,"Books & Media",174.75,"Partial delivery; remaining items en route.",0,0
SHP-0000242,2024-03-27,Ekart,Kaduna,"Dar es Salaam",90.75,13,Pending,"Food & Beverage",337.55,"Customer requested weekend delivery.",0,0
SHP-0000243,2024-09-22,Aramex,"Benin City",Johannesburg,116.49,16,Delayed,Apparel,6545.41,"Customer requested weekend delivery.",0,0
SHP-0000244,2024-12-12,DTDC,Ibadan,Nairobi,11.79,11,Pending,"Industrial Equipment",42.21,"Returned to sender: recipient not found.",0,0
SHP-0000245,2024-01-24,"Blue Dart",Kano,Kampala,64.09,4,Delivered,Electronics,156.04,"Weather delay in transit hub.",0,0
SHP-0000246,2023-06-16,FedEx,"Port Harcourt","Dar es Salaam",83.05,16,"In Transit",Cosmetics,241.45,"Address correction applied.",0,0
SHP-0000247,2022-05-30,"Blue Dart",Enugu,Cairo,42.07,20,Delivered,Electronics,153.45,"Returned to sender: recipient not found.",0,0
SHP-0000248,2022-06-03,Delhivery,"Port Harcourt",Nairobi,26.11,11,"In Transit","Industrial Equipment",82.81,"Fragile items — handle carefully.",0,0
SHP-0000249,2023-12-11,Delhivery,Kaduna,Dakar,57.34,16,Lost,Apparel,153.93,,0,0
SHP-0000250,2022-09-20,Ekart,Kaduna,"Dar es Salaam",90.88,12,Returned,Cosmetics,345.71,"Partial delivery; remaining items en route.",0,0
SHP-0000251,2022-07-29,DHL,Kaduna,"Addis Ababa",9.64,15,Returned,Cosmetics,39.32,"Package handled with care.",0,0
SHP-0000252,2022-07-05,Delhivery,"Port Harcourt","Dar es Salaam",37.84,19,Delayed,Furniture,153.75,"Partial delivery; remaining items en route.",0,0
SHP-0000253,2023-08-10,DTDC,Lagos,"Addis Ababa",107.02,12,Delivered,"Automotive Parts",260.73,"Address correction applied.",0,0
SHP-0000254,2022-09-21,Ekart,Kaduna,Casablanca,47.14,4,Returned,"Industrial Equipment",113.07,,0,0
SHP-0000255,2022-04-28,DHL,Kaduna,Kigali,11.82,17,Delivered,"Food & Beverage",28.36,"Left at front door per customer instruction.",0,0
SHP-0000256,2024-08-28,DHL,"Port Harcourt",Johannesburg,32.52,14,Delivered,"Industrial Equipment",72.23,"Left at front door per customer instruction.",0,0
SHP-0000257,2022-04-11,Aramex,Ibadan,Johannesburg,29.85,18,Delivered,"Food & Beverage",67.91,"Customer requested weekend delivery.",0,0
SHP-0000258,2022-03-07,UPS,Ibadan,Dakar,47.93,8,Delivered,Toys,205.84,"Delayed due to customs clearance.",0,0
SHP-0000259,2023-05-02,"Blue Dart",Kano,Cairo,103.62,4,Delayed,"Food & Beverage",446.7,"Address correction applied.",0,0
SHP-0000260,2024-07-30,"Blue Dart",Kaduna,"Addis Ababa",28.75,60,Pending,"Automotive Parts",117.25,"Priority shipment.",0,1
SHP-0000261,2024-09-28,Delhivery,Kaduna,"Addis Ababa",99.02,12,Lost,Furniture,374.88,"Partial delivery; remaining items en route.",0,0
SHP-0000262,2022-07-31,FedEx,Kano,Cairo,38.67,9,Pending,"Automotive Parts",100.65,"Weather delay in transit hub.",0,0
SHP-0000263,2022-02-05,FedEx,Kano,Cairo,18.34,19,Returned,Furniture,54.7,"Address correction applied.",0,0
SHP-0000264,2024-02-07,"Blue Dart",Ibadan,Johannesburg,35.18,8,Returned,Furniture,86.89,,0,0
SHP-0000265,2023-10-20,FedEx,Kano,"Addis Ababa",71.99,9,Returned,Pharmaceuticals,228.83,"Returned to sender: recipient not found.",0,0
SHP-0000266,2023-06-11,XpressBees,Ibadan,Accra,34.08,9,Pending,"Books & Media",83.38,"Customer requested weekend delivery.",0,0
SHP-0000267,2024-10-18,DHL,Lagos,Cairo,111.3,18,Delayed,Apparel,234.98,,0,0
SHP-0000268,2023-02-28,DHL,"Port Harcourt",Nairobi,39.77,4,Delivered,Unknown,114.57,,0,0
SHP-0000269,2024-07-12,DHL,"Port Harcourt",Accra,89.38,3,Returned,"Automotive Parts",343.08,,0,0
SHP-0000270,2023-04-09,Aramex,"Port Harcourt",Nairobi,106.31,14,Pending,"Books & Media",189.11,,0,0
SHP-0000271,2024-12-02,XpressBees,"Benin City",Casablanca,36.4,9,Delivered,Cosmetics,64.92,"Address correction applied.",0,0
SHP-0000272,NULL,Delhivery,"Port Harcourt",Accra,70.67,20,"In Transit",Apparel,234.07,"Returned to sender: recipient not found.",0,0
SHP-0000273,2023-06-09,Ekart,"Benin City",Kigali,47.7,1,Delayed,Electronics,164.37,,0,0
SHP-0000274,2024-04-16,Delhivery,Abuja,Cairo,2.85,10,Delivered,Apparel,10.37,,0,0
SHP-0000275,2024-05-11,XpressBees,"Benin City",Accra,8.09,16,Delayed,Unknown,19.13,"Delayed due to customs clearance.",0,0
SHP-0000276,2024-07-01,Delhivery,Ibadan,Dakar,88.28,6,Delayed,Furniture,185.25,"Left at front door per customer instruction.",0,0
SHP-0000277,2024-02-06,DHL,Ibadan,Cairo,96.91,8,Pending,"Industrial Equipment",369.25,,0,0
SHP-0000278,2024-07-27,Delhivery,Abuja,Kigali,67.72,4,"In Transit",Furniture,202.83,"Priority shipment.",0,0
SHP-0000279,2022-03-08,DHL,"Benin City",Kampala,50.09,17,Returned,"Books & Media",218.17,"Package handled with care.",0,0
SHP-0000280,2022-01-16,FedEx,"Port Harcourt",Dakar,108.35,17,Delayed,"Food & Beverage",264.49,"Returned to sender: recipient not found.",0,0
SHP-0000281,2022-08-17,XpressBees,"Benin City",Dakar,64.72,5,"In Transit",Cosmetics,241.41,"Returned to sender: recipient not found.",0,0
SHP-0000282,2023-01-10,XpressBees,Lagos,"Dar es Salaam",78.29,1,Delayed,Toys,337.63,"Delayed due to customs clearance.",0,0
SHP-0000283,2023-03-19,UPS,Kano,Kampala,12.21,3,"In Transit",Furniture,43.11,"Left at front door per customer instruction.",0,0
SHP-0000284,2024-06-26,Delhivery,Kaduna,Cairo,116.18,7,Pending,"Industrial Equipment",215.66,"Priority shipment.",0,0
SHP-0000285,2022-03-04,DTDC,"Benin City",Cairo,107.36,11,Delivered,"Books & Media",260.79,"Left at front door per customer instruction.",0,0
SHP-0000286,2024-07-29,Delhivery,"Port Harcourt","Addis Ababa",46.77,2,Delayed,Apparel,169.38,,0,0
SHP-0000287,2024-09-29,XpressBees,Lagos,Kampala,14.87,1,Delayed,Toys,58.3,"Package handled with care.",0,0
SHP-0000288,2022-02-06,"Blue Dart",Ibadan,Nairobi,92.31,6,Unknown,Electronics,165.81,"Address correction applied.",0,0
SHP-0000289,2022-07-07,Delhivery,Kaduna,"Dar es Salaam",58.36,1,Delayed,Cosmetics,109.53,,0,0
SHP-0000290,2022-08-10,XpressBees,"Benin City",Casablanca,20.5,9,Returned,"Automotive Parts",62.14,"Weather delay in transit hub.",0,0
SHP-0000291,2022-05-20,XpressBees,Kaduna,Kampala,41.44,15,Pending,Furniture,102.99,"Package handled with care.",0,0
SHP-0000292,2022-01-07,Delhivery,Abuja,Nairobi,53.7,13,"In Transit",Electronics,159.49,,0,0
SHP-0000293,2023-03-13,Aramex,Kano,Casablanca,84.63,60,Lost,Cosmetics,314.52,"Customer requested weekend delivery.",0,1
SHP-0000294,2022-07-19,"Blue Dart",Ibadan,Accra,30.72,14,Delivered,"Industrial Equipment",137.79,"Partial delivery; remaining items en route.",0,0
SHP-0000295,2024-03-14,Aramex,"Benin City",Dakar,3.53,14,"In Transit","Food & Beverage",11.92,"Package handled with care.",0,0
SHP-0000296,2024-08-30,Delhivery,Enugu,"Addis Ababa",72.2,15,Delivered,"Books & Media",291.91,"Partial delivery; remaining items en route.",0,0
SHP-0000297,2024-08-06,XpressBees,Kaduna,Kigali,60.96,14,Pending,Electronics,105.18,"Weather delay in transit hub.",0,0
SHP-0000298,2024-07-10,XpressBees,Kaduna,Kigali,7.73,21,Lost,Pharmaceuticals,25.59,"Returned to sender: recipient not found.",0,0
SHP-0000299,2024-11-19,DHL,Kano,Johannesburg,83.53,11,Pending,"Books & Media",151.57,"Partial delivery; remaining items en route.",0,0
SHP-0000300,2022-01-06,"Blue Dart",Enugu,Dakar,43.86,4,Delayed,"Industrial Equipment",69.7,"Address correction applied.",0,0
SHP-0000301,2023-06-12,UPS,Abuja,Cairo,112.37,12,Lost,Apparel,466.13,"Returned to sender: recipient not found.",0,0
SHP-0000302,2023-08-05,DHL,Kano,"Dar es Salaam",95.58,19,Delivered,Toys,289.21,"Returned to sender: recipient not found.",0,0
SHP-0000303,2024-03-17,Delhivery,"Benin City",Kigali,4.87,8,Returned,"Industrial Equipment",8.54,"Returned to sender: recipient not found.",0,0
SHP-0000304,2024-06-26,Delhivery,Enugu,"Addis Ababa",32.24,10,Delayed,"Food & Beverage",99.62,"Delayed due to customs clearance.",0,0
SHP-0000305,2024-11-14,Aramex,"Port Harcourt",Kampala,500,13,Unknown,Cosmetics,4133.3,,1,0
SHP-0000306,2024-01-08,Delhivery,"Benin City",Nairobi,83.9,17,"In Transit",Electronics,291.68,"Left at front door per customer instruction.",0,0
SHP-0000307,2023-09-19,DHL,Lagos,Cairo,96,13,Returned,"Books & Media",175.29,"Address correction applied.",0,0
SHP-0000308,2022-06-12,Unknown,Kano,Dakar,8.86,6,Returned,Apparel,24.41,"Delayed due to customs clearance.",0,0
SHP-0000309,2022-11-16,UPS,Ibadan,Kampala,118.93,20,Lost,Furniture,192.34,"Partial delivery; remaining items en route.",0,0
SHP-0000310,2023-04-08,Ekart,Kaduna,Cairo,5.72,21,Delivered,"Automotive Parts",15.64,"Priority shipment.",0,0
SHP-0000311,2022-06-13,UPS,Lagos,Nairobi,41.57,16,"In Transit",Furniture,70.86,"Partial delivery; remaining items en route.",0,0
SHP-0000312,2023-03-10,"Blue Dart",Abuja,Dakar,33.15,2,Returned,Cosmetics,120.97,"Address correction applied.",0,0
SHP-0000313,2024-07-18,DTDC,Kano,Dakar,500,4,"In Transit",Electronics,3155.32,"Delayed due to customs clearance.",1,0
SHP-0000314,2024-04-21,FedEx,Unknown,Unknown,79.13,2,Pending,Furniture,142.86,"Weather delay in transit hub.",0,0
SHP-0000315,2022-05-28,UPS,Enugu,Casablanca,500,8,Delivered,Toys,3497.49,"Delayed due to customs clearance.",1,0
SHP-0000316,2022-04-04,"Blue Dart",Kano,Kigali,16.54,2,Delayed,Electronics,61.18,"Package handled with care.",0,0
SHP-0000317,2024-10-30,"Blue Dart",Kaduna,Cairo,500,21,"In Transit",Toys,7012.91,"Left at front door per customer instruction.",1,0
SHP-0000318,2023-04-29,"Blue Dart","Benin City",Johannesburg,116.72,15,Returned,Unknown,308.64,"Address correction applied.",0,0
SHP-0000319,2022-08-26,Aramex,Kaduna,Casablanca,18.99,60,Returned,"Books & Media",49.74,"Weather delay in transit hub.",0,1
SHP-0000320,2022-03-02,UPS,Kaduna,"Addis Ababa",83.73,8,Delayed,Electronics,287.7,,0,0
SHP-0000321,2023-01-20,DHL,Abuja,Dakar,62.47,14,Lost,"Books & Media",231.25,"Fragile items — handle carefully.",0,0
SHP-0000322,2024-06-08,"Blue Dart",Kaduna,Accra,4.66,21,"In Transit",Pharmaceuticals,9.53,"Delayed due to customs clearance.",0,0
SHP-0000323,2022-04-02,Ekart,Abuja,Cairo,60.96,16,Delivered,Electronics,238.87,"Package handled with care.",0,0
SHP-0000324,2024-03-18,Delhivery,Kaduna,"Addis Ababa",79.98,12,Delivered,"Books & Media",333.03,"Returned to sender: recipient not found.",0,0
SHP-0000325,2024-12-22,Delhivery,Unknown,Unknown,97,20,Delivered,Furniture,394.92,"Address correction applied.",0,0
SHP-0000326,2022-08-11,XpressBees,"Benin City","Dar es Salaam",56.28,16,"In Transit",Apparel,252.14,"Priority shipment.",0,0
SHP-0000327,2023-03-12,FedEx,"Benin City","Addis Ababa",72.28,13,Returned,"Automotive Parts",171.52,"Weather delay in transit hub.",0,0
SHP-0000328,2022-06-30,Ekart,Lagos,Kigali,38.7,5,"In Transit",Electronics,111.53,"Delayed due to customs clearance.",0,0
SHP-0000329,2023-12-10,DHL,Ibadan,Nairobi,75.91,13,"In Transit","Automotive Parts",326.66,"Customer requested weekend delivery.",0,0
SHP-0000330,2023-09-01,UPS,Kaduna,Casablanca,63.58,7,Delivered,Toys,105.69,,0,0
SHP-0000331,2022-08-02,"Blue Dart",Kano,Accra,94.37,14,Delivered,Furniture,156.41,"Weather delay in transit hub.",0,0
SHP-0000332,2022-08-19,Delhivery,Ibadan,Cairo,95.54,21,Returned,Apparel,178.29,"Delayed due to customs clearance.",0,0
SHP-0000333,2024-06-09,FedEx,"Port Harcourt",Dakar,85.8,13,"In Transit",Cosmetics,262.27,,0,0
SHP-0000334,2022-11-19,Unknown,"Benin City",Nairobi,10.99,3,Pending,Pharmaceuticals,762.96,"Returned to sender: recipient not found.",0,0
SHP-0000335,2023-04-01,DTDC,Enugu,Kampala,28.83,7,"In Transit","Food & Beverage",97.07,"Left at front door per customer instruction.",0,0
SHP-0000336,2022-09-11,Ekart,"Port Harcourt",Nairobi,77.65,21,Returned,"Industrial Equipment",217.49,"Fragile items — handle carefully.",0,0
SHP-0000337,2024-04-05,FedEx,Enugu,Cairo,3.15,4,Lost,"Food & Beverage",12.35,"Weather delay in transit hub.",0,0
SHP-0000338,2024-05-06,FedEx,Kaduna,Kampala,71.28,5,Lost,Electronics,243.61,,0,0
SHP-0000339,2023-12-13,XpressBees,Kaduna,Johannesburg,49.08,3,Delivered,Electronics,115.71,"Package handled with care.",0,0
SHP-0000340,2023-10-21,Delhivery,Abuja,Kigali,2.92,17,Delivered,Cosmetics,5.91,"Priority shipment.",0,0
SHP-0000341,2023-10-19,DTDC,Kano,Nairobi,0.77,10,Lost,Electronics,3.22,"Package handled with care.",0,0
SHP-0000342,2023-05-26,UPS,Lagos,Casablanca,49.58,60,Pending,Pharmaceuticals,114.45,"Partial delivery; remaining items en route.",0,1
SHP-0000343,NULL,"Blue Dart",Ibadan,Dakar,80.11,9,Returned,Pharmaceuticals,303.87,,0,0
SHP-0000344,2023-08-28,DTDC,Kano,"Addis Ababa",2.65,14,Lost,"Food & Beverage",10.85,"Left at front door per customer instruction.",0,0
SHP-0000345,2022-06-10,UPS,"Port Harcourt","Dar es Salaam",74.17,14,"In Transit","Books & Media",224.7,"Address correction applied.",0,0
SHP-0000346,2023-06-30,UPS,Lagos,"Addis Ababa",12.54,12,Unknown,Cosmetics,23.71,,0,0
SHP-0000347,2024-04-01,Ekart,Abuja,Kigali,78.7,4,Pending,Furniture,165.74,"Delayed due to customs clearance.",0,0
SHP-0000348,2023-01-28,XpressBees,Enugu,Nairobi,111.79,20,Pending,Toys,493.82,"Partial delivery; remaining items en route.",0,0
SHP-0000349,2024-03-08,Ekart,Kaduna,"Dar es Salaam",500,60,Lost,"Automotive Parts",3130.58,"Returned to sender: recipient not found.",1,1
SHP-0000350,2022-03-02,UPS,Lagos,Johannesburg,78.01,11,Lost,Pharmaceuticals,260.12,"Package handled with care.",0,0
SHP-0000351,2022-12-07,DHL,Abuja,Dakar,72.72,11,Returned,"Automotive Parts",203.74,"Partial delivery; remaining items en route.",0,0
SHP-0000352,2022-10-15,UPS,Lagos,Cairo,17.65,21,Lost,Electronics,46.48,,0,0
SHP-0000353,2022-07-25,DHL,Lagos,Nairobi,10.65,15,Returned,Electronics,29.39,"Package handled with care.",0,0
SHP-0000354,2023-04-06,DHL,Kaduna,"Dar es Salaam",106.16,6,Pending,Toys,274.05,"Package handled with care.",0,0
SHP-0000355,2022-10-04,Ekart,Ibadan,"Dar es Salaam",79.58,3,"In Transit",Pharmaceuticals,212.62,"Partial delivery; remaining items en route.",0,0
SHP-0000356,2022-06-25,FedEx,"Port Harcourt",Dakar,116.76,5,"In Transit",Cosmetics,362.11,"Left at front door per customer instruction.",0,0
SHP-0000357,2023-10-18,"Blue Dart",Kano,Johannesburg,500,2,"In Transit",Pharmaceuticals,4219.33,"Delayed due to customs clearance.",1,0
SHP-0000358,2022-03-28,UPS,Lagos,Dakar,9.32,1,"In Transit",Toys,25.63,"Customer requested weekend delivery.",0,0
SHP-0000359,2024-12-21,Delhivery,Lagos,Cairo,21.24,14,Lost,"Food & Beverage",63.84,"Customer requested weekend delivery.",0,0
SHP-0000360,2022-05-23,"Blue Dart",Lagos,Cairo,9.73,21,"In Transit","Industrial Equipment",20.28,"Weather delay in transit hub.",0,0
SHP-0000361,2023-06-06,Ekart,Ibadan,Johannesburg,117.21,20,Unknown,"Industrial Equipment",512.94,"Left at front door per customer instruction.",0,0
SHP-0000362,2022-07-21,XpressBees,"Port Harcourt",Dakar,19.77,21,"In Transit",Pharmaceuticals,39.21,,0,0
SHP-0000363,2024-03-23,DTDC,Kaduna,Dakar,114.98,4,Pending,Apparel,329.35,"Fragile items — handle carefully.",0,0
SHP-0000364,2023-07-19,Delhivery,"Benin City",Casablanca,58.19,13,Delayed,"Industrial Equipment",191.14,"Left at front door per customer instruction.",0,0
SHP-0000365,2023-02-13,FedEx,Kano,Unknown,19.41,13,Pending,Cosmetics,56.18,"Left at front door per customer instruction.",0,0
SHP-0000366,2022-11-06,Delhivery,"Benin City",Casablanca,77.01,20,Returned,"Books & Media",308.04,,0,0
SHP-0000367,2023-01-27,UPS,"Benin City",Kampala,6.92,10,Returned,Cosmetics,13.72,,0,0
SHP-0000368,2022-01-16,UPS,Unknown,Casablanca,95.15,1,"In Transit",Toys,205.13,"Returned to sender: recipient not found.",0,0
SHP-0000369,2024-07-22,DHL,Unknown,"Dar es Salaam",78.04,12,Pending,Pharmaceuticals,204.42,"Left at front door per customer instruction.",0,0
SHP-0000370,2024-10-21,FedEx,Abuja,Accra,90.33,15,Delayed,"Books & Media",346.02,"Partial delivery; remaining items en route.",0,0
SHP-0000371,2023-06-29,Unknown,Enugu,Kampala,100.7,NULL,Unknown,Pharmaceuticals,405.05,"Priority shipment.",0,0
SHP-0000372,2024-06-07,"Blue Dart",Kaduna,Kigali,87.51,6,Returned,Apparel,337.16,"Address correction applied.",0,0
SHP-0000373,2022-09-05,Unknown,"Port Harcourt",Kampala,89.21,21,Delayed,"Food & Beverage",358.75,"Left at front door per customer instruction.",0,0
